COD_CLIENTE;CLIENTE;PORTFOLIO;DATAPOS;CATEGORIA;CODIGO;PAPEL;DATACOMPRA;DATAEMISSAO;DATAVCTO;EMISSOR;QTDE_DISP;QTDE_BLOQ;QTDE_TOTAL;PRECO_CUSTO;PRECO;CUSTO_TOTAL;RESULTADO;VALOR_MERC_BRUTO;IRRF;VALOR_MERC_LIQUIDO;AJUSTE_FUT_SWAP;CONTRAPARTE;CUSTODIANTE;CORRETORA;TIPO;PRECO_EXERCICIO;PRINCIPAL;BASE_ATIVO;PC_INDEX_ATIVO;INDEX_ATIVO;PC_TX_ATIVO;TAXA_MTM;CURVA_ATIVO;VALOR_ATIVO;GARANTIA_ATIVO;BASE_PASSIVO;PC_INDEX_PASSIVO;INDEX_PASSIVO;PC_TAXA_PASSIVO;TAXA_MTM_PASSIVO;CURVA_PASSIVO;VALOR_PASSIVO;GARANTIA_PASSIVO;TIT_ASSOC;CODIGO_OPER;VL_FUTURO_ATIVO;VL_FUTURO_PASSIVO;MTM_ACCRUAL;INDEX_ATIVO_PASSIVO;LASTRO;TAXA_OVER;PU_CURVA;TAXA_PAR;AGIO_DESAGIO;DATA_REPAC;VALOR_NOMINAL;TIR;COVERAGECCY;PATRIM_LIQUIDO
CUST0106       ;NÉOS PREV. COMPLEMENTAR - PLANO BD PE;Carteira Própria;20-08-2024;CONTAS A PAGAR/RECEBER;156;Taxa de Custódia Apropriada;;20-08-2024;06-09-2024;;;;;;;;;;;-322,87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;934846744,1
CUST0106       ;NÉOS PREV. COMPLEMENTAR - PLANO BD PE;Carteira Própria;20-08-2024;CONTAS A PAGAR/RECEBER;158;Despesa de Custo CETIP com pagamento 06/09/24;;20-08-2024;06-09-2024;;;;;;;;;;;-2721,08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;934846744,1
CUST0106       ;NÉOS PREV. COMPLEMENTAR - PLANO BD PE;Carteira Própria;20-08-2024;CONTAS A PAGAR/RECEBER;255;PROVISÃO  CDB  SANTOS CRED DUVIDOSOS;;20-08-2024;13-03-2090;;;;;;;;;;;-170174,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;934846744,1
CUST0106       ;NÉOS PREV. COMPLEMENTAR - PLANO BD PE;Carteira Própria;20-08-2024;CONTAS A PAGAR/RECEBER;255;PROV PERDA - C.D.B BCO SANTOS;;20-08-2024;13-03-2090;;;;;;;;;;;170174,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;934846744,1
CUST0106       ;NÉOS PREV. COMPLEMENTAR - PLANO BD PE;Carteira Própria;20-08-2024;CONTAS A PAGAR/RECEBER;308;Resgate do Fundo ALM BD FIRF [TFBB0010];;20-08-2024;21-08-2024;;;;;;;;;;;9024871,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;934846744,1
CUST0106       ;NÉOS PREV. COMPLEMENTAR - PLANO BD PE;Carteira Própria;20-08-2024;TESOURARIA;;;;;;;;;;;;;;;;341,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;934846744,1
CUST0106       ;NÉOS PREV. COMPLEMENTAR - PLANO BD PE;Carteira Própria;20-08-2024;PATRIMONIO LIQUIDO;;;;;;;2295227,604;;;;407,3002356;;;;;934846744,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;934846744,1
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;20-08-2024;RENDA FIXA;DEBNC;TAEE33;08-11-2012;15-10-2012;15-10-2024;TRNA      ;507;0;507;1245,282032;512,336295;631357,9902;-371603,4902;259754,5;0;259754,5;;BBA     ;;;;;0;252/Exponencial;100;IPCA    ;5,1;0;;;;;;;;;;;;;B573712   ;259754,5;;ACCRUAL;;232178    ;0,903347762;516,3362305;2,489518661;1043,04;08-11-2012;0;7,636001373;REAL    ;849934510,5
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;20-08-2024;RENDA FIXA;DEBNC;CMDT33;13-05-2013;15-02-2013;15-02-2025;CMGD      ;218;0;218;1030,062554;478,7900792;224553,6368;-120177,3968;104376,24;0;104376,24;;CMGD    ;;;;;0;252/Exponencial;100;IPCA    ;5,1;0;;;;;;;;;;;;;B572529   ;104376,24;;ACCRUAL;;237148    ;1,272832542;492,0695113;5,070068755;25,53;13-05-2013;0;11,02780276;REAL    ;849934510,5
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;20-08-2024;RENDA FIXA;DEBNC;CMDT33;15-03-2013;15-02-2013;15-02-2025;CMGD      ;780;0;780;1009,97914;478,7900792;787783,7292;-414327,4692;373456,26;0;373456,26;;CMGD    ;;;;;0;252/Exponencial;100;IPCA    ;5,1;0;;;;;;;;;;;;;B572528   ;373456,26;;ACCRUAL;;237148    ;1,272832542;491,9991497;5,10036387;36,47;15-03-2013;0;11,02780276;REAL    ;849934510,5
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;20-08-2024;RENDA FIXA;DEBRV;CVRDA6;15-02-2012;08-07-1997;08-07-2050;VALE      ;20391;0;20391;0,033375913;34,7167242;680,5682442;707228,1518;707908,72;0;707908,72;;;;;;;0;252/Exponencial;100;IGPM-IND;0;-5,517291405;;;;;;;;;;;;;B572530   ;707908,72;;MTM;;2472      ;-18,74787704;0,362227147;12,81770329;-157008,12;15-02-2012;0;12,81770329;REAL    ;849934510,5
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;20-08-2024;RENDA FIXA;LTN-O;LTN OVER;19-08-2024;19-08-2024;20-08-2024;STNC      ;0;0;0;783,5851463;783,8925753;0;0;0;0;0;;BBDC    ;;;;;0;252/Exponencial;100;PRE     ;10,39;0;;;;;;;;;;;;;B912592   ;0;;ACCRUAL;;570155    ;1,17700895;783,8925752;10,39;0;;0;10,39;REAL    ;849934510,5
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;20-08-2024;RENDA FIXA;LTN-O;LTN OVER;20-08-2024;20-08-2024;21-08-2024;STNC      ;175732;0;175732;785,2000677;785,2000677;137984778,3;-0,008814007;137984778,3;0;137984778,3;;BBDC    ;;;;;137984778,3;252/Exponencial;100;PRE     ;10,39;0;;;;;;;;;;;;;B913069   ;138038914,7;;ACCRUAL;;570336    ;0;785,2000677;10,39;0;;137984778,3;10,39;REAL    ;849934510,5
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;20-08-2024;RENDA FIXA;NTN-B;NTNBTNAC760199150826;12-06-2018;15-07-2000;15-08-2026;STNC      ;293;0;293;3218,472248;4348,757009;943012,3687;331173,4313;1274185,8;0;1274185,8;;RENA    ;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;B267039   ;1274185,8;;ACCRUAL;;280491    ;0,678621758;4348,757009;5,623741202;8846,65;;0;5,623741202;REAL    ;849934510,5
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;20-08-2024;RENDA FIXA;NTN-B;NTNBTNAC760199150830;18-09-2015;15-07-2000;15-08-2030;STNC      ;486;0;486;2410,323998;4068,059384;1171417,463;805659,397;1977076,86;0;1977076,86;;STNC    ;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;B92731    ;1977076,86;;ACCRUAL;;179415    ;0,86602535;4068,059384;7,299181144;-121745,07;;0;7,299181144;REAL    ;849934510,5
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;20-08-2024;RENDA FIXA;NTN-B;NTNBTNAC760199150826;18-05-2017;15-07-2000;15-08-2026;STNC      ;1855;0;1855;3237,101992;4391,623184;6004824,195;2141636,815;8146461,01;0;8146461,01;;CONVEN  ;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;B196650   ;8146461,01;;ACCRUAL;;280491    ;0,617174382;4391,623184;5,080077554;135525,43;;0;5,080077554;REAL    ;849934510,5
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;20-08-2024;RENDA FIXA;NTN-B;NTNBTNAC760199150535;26-10-2006;15-07-2000;15-05-2035;STNC      ;1120;0;1120;1294,739956;3788,102507;1450108,751;2792566,059;4242674,81;0;4242674,81;;;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;346348    ;4242674,81;;ACCRUAL;;89007     ;0,947694395;3788,102507;8,037581644;-664468,33;;0;8,037581644;REAL    ;849934510,5
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;20-08-2024;RENDA FIXA;NTN-B;NTNBTNAC760199150830;02-04-2014;15-07-2000;15-08-2030;STNC      ;1300;0;1300;2274,832369;4191,174961;2957282,08;2491245,37;5448527,45;0;5448527,45;;STNC    ;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;B113035   ;5448527,45;;ACCRUAL;;179415    ;0,795960715;4191,174961;6,669707933;-165605,31;;0;6,669707933;REAL    ;849934510,5
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;20-08-2024;RENDA FIXA;NTN-B;NTNBTNAC760199150826;20-05-2016;15-07-2000;15-08-2026;STNC      ;3380;0;3380;2959,75953;4331,454859;10003987,21;4636330,21;14640317,42;0;14640317,42;;STNC    ;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;B206892   ;14640317,42;;ACCRUAL;;280491    ;0,703600298;4331,454859;5,845542172;43572,27;;0;5,845542172;REAL    ;849934510,5
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;20-08-2024;RENDA FIXA;NTN-B;NTNBTNAC760199150826;07-06-2016;15-07-2000;15-08-2026;STNC      ;10200;0;10200;2947,084512;4319,798363;30060262,02;14001681,28;44061943,3;0;44061943,3;;RENA    ;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;B141992   ;44061943,3;;ACCRUAL;;280491    ;0,720486248;4319,798363;5,995746432;12594,03;;0;5,995746432;REAL    ;849934510,5
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;20-08-2024;RENDA FIXA;NTN-B;NTNBTNAC760199150828;23-08-2018;15-07-2000;15-08-2028;STNC      ;4300;0;4300;3238,31645;4383,346538;13924760,74;4923629,375;18848390,11;0;18848390,11;;RENA    ;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;B281575   ;18848390,11;;ACCRUAL;;318248    ;0,674985648;4383,346538;5,591492401;278566,4;;0;5,591492401;REAL    ;849934510,5
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;20-08-2024;RENDA FIXA;NTN-B;NTNBTNAC760199150828;06-10-2022;15-07-2000;15-08-2028;STNC      ;6969;0;6969;4041,454344;4362,059376;28164895,32;2234296,467;30399191,79;0;30399191,79;;LIQUIDEZ;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;B667766   ;30399191,79;;ACCRUAL;;318248    ;0,69111463;4364,808135;5,716081978;322277,79;;0;5,734615737;REAL    ;849934510,5
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;20-08-2024;RENDA FIXA;NTN-B;NTNBTNAC760199150826;26-09-2018;15-07-2000;15-08-2026;STNC      ;1559;0;1559;3206,634873;4337,416326;4999143,767;1762888,283;6762032,05;0;6762032,05;;RENA    ;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;B287834   ;6762032,05;;ACCRUAL;;280491    ;0,694982371;4337,416326;5,768965529;29391,32;;0;5,768965529;REAL    ;849934510,5
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;20-08-2024;RENDA FIXA;NTN-B;NTNBTNAC760199150830;14-04-2011;15-07-2000;15-08-2030;STNC      ;4408;0;4408;2006,748279;4285,491561;8845746,414;10044700,39;18890446,8;0;18890446,8;;HSBC    ;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;567974    ;18890446,8;;ACCRUAL;;179415    ;0,743804884;4285,491561;6,203519953;-145781,8;;0;6,203519953;REAL    ;849934510,5
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;20-08-2024;RENDA FIXA;NTN-B;NTNBTNAC760199150828;12-06-2018;15-07-2000;15-08-2028;STNC      ;1530;0;1530;3231,044429;4376,879999;4943497,976;1753128,424;6696626,4;0;6696626,4;;STNC    ;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;B267041   ;6696626,4;;ACCRUAL;;318248    ;0,67987643;4376,879999;5,634871212;89224;;0;5,634871212;REAL    ;849934510,5
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;20-08-2024;RENDA FIXA;NTN-B;NTNBTNAC760199150830;04-02-2014;15-07-2000;15-08-2030;STNC      ;4513;0;4513;2215,412101;4122,17788;9998154,812;8605233,958;18603388,77;0;18603388,77;;STNC    ;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;B30943    ;18603388,77;;ACCRUAL;;179415    ;0,834942135;4122,17788;7,019468663;-886289;;0;7,019468663;REAL    ;849934510,5
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;20-08-2024;RENDA FIXA;NTN-B;NTNBTNAC760199150830;12-06-2018;15-07-2000;15-08-2030;STNC      ;300;0;300;3215,015438;4380,403033;964504,6314;349616,2786;1314120,91;0;1314120,91;;RENA    ;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;B267042   ;1314120,91;;ACCRUAL;;179415    ;0,692581421;4380,403033;5,747641143;18551,81;;0;5,747641143;REAL    ;849934510,5
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;20-08-2024;RENDA FIXA;NTN-B;NTNBTNAC760199150830;12-06-2018;15-07-2000;15-08-2030;STNC      ;315;0;315;3220,316291;4384,635217;1014399,632;366760,4583;1381160,09;0;1381160,09;;STNC    ;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;B267044   ;1381160,09;;ACCRUAL;;179415    ;0,690325846;4384,635217;5,727611835;20812,54;;0;5,727611835;REAL    ;849934510,5
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;20-08-2024;RENDA FIXA;NTN-B;NTNBTNAC760199150535;28-09-2006;15-07-2000;15-05-2035;STNC      ;1200;0;1200;1267,496537;3756,501594;1520995,844;2986806,066;4507801,91;0;4507801,91;;;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;346347    ;4507801,91;;ACCRUAL;;89007     ;0,960699697;3756,501594;8,155633727;-749851,45;;0;8,155633727;REAL    ;849934510,5
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;20-08-2024;RENDA FIXA;NTN-B;NTNBTNAC760199150535;10-09-2008;15-07-2000;15-05-2035;STNC      ;1850;0;1850;1568,748802;4036,087196;2902185,284;4564576,026;7466761,31;0;7466761,31;;;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;346327    ;7466761,31;;ACCRUAL;;89007     ;0,850058199;4036,087196;7,15540468;-638787,62;;0;7,15540468;REAL    ;849934510,5
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;20-08-2024;RENDA FIXA;NTN-B;NTNBTNAC760199150830;10-09-2015;15-07-2000;15-08-2030;STNC      ;548;0;548;2376,360491;4043,873463;1302245,549;913797,1109;2216042,66;0;2216042,66;;SANTCCVM;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;B91300    ;2216042,66;;ACCRUAL;;179415    ;0,880064777;4043,873463;7,425758129;-150530,23;;0;7,425758129;REAL    ;849934510,5
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;20-08-2024;RENDA FIXA;NTN-B;NTNBTNAC760199150830;25-11-2015;15-07-2000;15-08-2030;STNC      ;777;0;777;2575,523789;4149,365784;2001181,984;1222875,226;3224057,21;0;3224057,21;;STNC    ;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;B105548   ;3224057,21;;ACCRUAL;;179415    ;0,819496333;4149,365784;6,8807448;-131466,74;;0;6,8807448;REAL    ;849934510,5
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;20-08-2024;RENDA FIXA;NTN-B;NTNBTNAC760199150830;28-09-2015;15-07-2000;15-08-2030;STNC      ;826;0;826;2413,770589;4064,249073;1993774,507;1363295,223;3357069,73;0;3357069,73;;STNC    ;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;B94290    ;3357069,73;;ACCRUAL;;179415    ;0,868231022;4064,249073;7,319057248;-210063,84;;0;7,319057248;REAL    ;849934510,5
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;20-08-2024;RENDA FIXA;NTN-B;NTNBTNAC760199150830;29-09-2015;15-07-2000;15-08-2030;STNC      ;826;0;826;2415,030018;4064,216873;1994814,795;1362228,345;3357043,14;0;3357043,14;;STNC    ;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;B94464    ;3357043,14;;ACCRUAL;;179415    ;0,868249671;4064,216873;7,319225321;-210090,44;;0;7,319225321;REAL    ;849934510,5
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;20-08-2024;RENDA FIXA;NTN-B;NTNBTNAC760199150830;18-05-2018;15-07-2000;15-08-2030;STNC      ;895;0;895;3341,69146;4496,450949;2990813,857;1033509,743;4024323,6;0;4024323,6;;RENA    ;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;B262315   ;4024323,6;;ACCRUAL;;179415    ;0,631584797;4496,450949;5,207324861;159209,12;;0;5,207324861;REAL    ;849934510,5
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;20-08-2024;RENDA FIXA;NTN-B;NTNBTNAC760199150830;16-09-2015;15-07-2000;15-08-2030;STNC      ;903;0;903;2399,402155;4060,687716;2166660,146;1500140,864;3666801,01;0;3666801,01;;STNC    ;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;B92322    ;3666801,01;;ACCRUAL;;179415    ;0,87029465;4060,687716;7,337656667;-232861,98;;0;7,337656667;REAL    ;849934510,5
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;20-08-2024;RENDA FIXA;NTN-B;NTNBTNAC760199150826;23-05-2018;15-07-2000;15-08-2026;STNC      ;1060;0;1060;3292,510392;4384,120544;3490061,016;1157106,764;4647167,78;0;4647167,78;;RENA    ;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;B262992A  ;4647167,78;;ACCRUAL;;280491    ;0,627884595;4384,120544;5,174636586;69490,3;;0;5,174636586;REAL    ;849934510,5
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;20-08-2024;RENDA FIXA;NTN-B;NTNBTNAC760199150826;21-05-2018;15-07-2000;15-08-2026;STNC      ;1825;0;1825;3285,974454;4382,569815;5996903,379;2001286,531;7998189,91;0;7998189,91;;STNC    ;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;B262408A  ;7998189,91;;ACCRUAL;;280491    ;0,630100649;4382,569815;5,194212401;116811,25;;0;5,194212401;REAL    ;849934510,5
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;20-08-2024;RENDA FIXA;NTN-B;NTNBTNAC760199150830;20-12-2017;15-07-2000;15-08-2030;STNC      ;2500;0;2500;3282,368685;4467,629363;8205921,713;2963151,698;11169073,41;0;11169073,41;;STNC    ;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;B233449   ;11169073,41;;ACCRUAL;;179415    ;0,646571029;4467,629363;5,339819575;372664,27;;0;5,339819575;REAL    ;849934510,5
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;20-08-2024;RENDA FIXA;NTN-B;NTNBTNAC760199150828;23-08-2018;15-07-2000;15-08-2028;STNC      ;950;0;950;3238,31645;4383,346538;3076400,628;1087778,583;4164179,21;0;4164179,21;;RENA    ;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;B281574   ;4164179,21;;ACCRUAL;;318248    ;0,674985648;4383,346538;5,591492401;61543,74;;0;5,591492401;REAL    ;849934510,5
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;20-08-2024;RENDA FIXA;NTN-B;NTNBTNAC760199150828;21-09-2018;15-07-2000;15-08-2028;STNC      ;2700;0;2700;3209,53258;4355,201357;8665737,966;3093305,694;11759043,66;0;11759043,66;;MERRIL  ;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;B286944A  ;11759043,66;;ACCRUAL;;318248    ;0,696328685;4355,201357;5,780924887;98921,8;;0;5,780924887;REAL    ;849934510,5
